chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr16	14836125	14836766	642	69	474	0.738	0.789
chr16	14918500	14918800	301	30	217	0.721	0.828
chr16	14918963	14919530	568	26	307	0.54	0.628
chr16	14927502	14928014	513	61	373	0.727	0.928
chr16	14958225	14958323	99	4	41	0.414	0.99
chr16	14965302	14965428	127	7	60	0.472	0.989
chr16	14968809	14969112	304	15	167	0.549	0.659
chr16	15004873	15006101	1229	164	944	0.768	0.905
chr16	15006274	15006543	270	12	165	0.611	0.526
chr16	15012738	15013550	813	55	569	0.7	0.553
chr16	15013776	15014262	487	35	350	0.719	0.558
chr16	15014544	15014817	274	17	189	0.69	0.523
chr16	15015022	15015385	364	25	253	0.695	0.571
chr16	15015723	15016924	1202	74	809	0.673	0.546
chr16	15017568	15018318	751	42	502	0.668	0.502
chr16	15019698	15021117	1420	93	963	0.678	0.57
chr16	15023225	15023793	569	43	379	0.666	0.687
chr16	15023990	15025062	1073	64	703	0.655	0.556
chr16	15026310	15027650	1341	76	854	0.637	0.56
chr16	15051589	15051732	144	14	105	0.729	0.783
chr16	15068517	15068667	151	16	103	0.682	0.931
chr16	15068799	15069838	1040	98	717	0.689	0.797
chr16	15082433	15082606	174	12	107	0.615	0.733
chr16	15082793	15084159	1367	120	972	0.711	0.695
chr16	15122738	15122820	83	8	51	0.614	1.022
chr16	15140886	15141489	604	25	323	0.535	0.58
chr16	15148247	15148538	292	12	140	0.479	0.733
chr16	15148952	15150215	1264	110	843	0.667	0.784
chr16	15187696	15188598	903	59	523	0.579	0.78
chr16	15219193	15219342	150	9	98	0.653	0.582
chr16	15221028	15222390	1363	77	872	0.64	0.552
chr16	15223724	15225504	1781	111	1177	0.661	0.571
chr16	15226707	15228111	1405	91	949	0.675	0.568
chr16	15229137	15229980	844	59	575	0.681	0.603
chr16	15230211	15231038	828	57	581	0.702	0.56
chr16	15237756	15238601	846	43	568	0.671	0.451
chr16	15239649	15240415	767	37	486	0.634	0.481
chr16	15242758	15242877	120	10	61	0.508	1.293
chr16	15247458	15247625	168	7	97	0.577	0.53
chr16	15247918	15249120	1203	161	923	0.767	0.91
chr16	15252838	15253021	184	13	94	0.511	1.091
chr16	15489584	15490065	482	62	348	0.722	0.992
chr16	15528351	15529150	800	66	542	0.678	0.734
chr16	15595987	15596294	308	14	162	0.526	0.667
chr16	15693235	15693465	231	13	133	0.576	0.682
chr16	15736405	15737604	1200	80	719	0.599	0.755
chr16	15743818	15744806	989	89	679	0.687	0.803
chr16	15787940	15788063	124	6	71	0.573	0.593
chr16	15808754	15808862	109	9	72	0.661	0.779
chr16	15814796	15815390	595	25	344	0.578	0.515
chr16	15818179	15818494	316	13	187	0.592	0.47
chr16	15851684	15851847	164	10	94	0.573	0.745
chr16	15950898	15952414	1517	100	937	0.618	0.697
chr16	15982305	15982673	369	30	236	0.64	0.824
chr16	16043129	16044006	878	110	660	0.752	0.89
chr16	16162179	16162304	126	9	80	0.635	0.709
chr16	16170140	16170207	68	4	41	0.603	0.651
chr16	16197552	16197870	319	16	172	0.539	0.706
chr16	16198619	16198898	280	19	199	0.711	0.538
chr16	16208690	16208890	201	10	120	0.597	0.564
chr16	16215875	16216234	360	20	212	0.589	0.644
chr16	16317265	16317565	301	31	218	0.724	0.85
chr16	16317728	16318275	548	25	296	0.54	0.626
chr16	16326316	16326829	514	62	376	0.732	0.93
chr16	16356714	16357004	291	11	142	0.488	0.635
chr16	16367471	16367665	195	10	112	0.574	0.624
chr16	16403528	16404757	1230	166	946	0.769	0.913
chr16	16404909	16405213	305	14	189	0.62	0.53
chr16	16411360	16412201	842	58	593	0.704	0.556
chr16	16412427	16412913	487	37	351	0.721	0.587
chr16	16413195	16413468	274	18	189	0.69	0.554
chr16	16413647	16414036	390	26	272	0.697	0.55
chr16	16414410	16415557	1148	73	775	0.675	0.562
chr16	16416158	16416982	825	48	552	0.669	0.521
chr16	16417522	16417659	138	10	96	0.696	0.606
chr16	16418349	16419768	1420	90	960	0.676	0.555
chr16	16421710	16422278	569	44	379	0.666	0.703
chr16	16422475	16423761	1287	72	830	0.645	0.538
chr16	16424825	16426137	1313	74	837	0.637	0.556
chr16	16427874	16428027	154	10	104	0.675	0.571
chr16	16451393	16451961	569	44	399	0.701	0.629
chr16	16452510	16452937	428	31	306	0.715	0.57
chr16	16453224	16453497	274	18	189	0.69	0.554
chr16	16453702	16454065	364	26	256	0.703	0.579
chr16	16454439	16455586	1148	71	774	0.674	0.548
chr16	16456216	16456745	530	33	348	0.657	0.581
chr16	16457501	16461616	4116	302	2762	0.671	0.652
chr16	16462657	16464081	1425	88	958	0.672	0.547
chr16	16465014	16466846	1833	110	1206	0.658	0.555
chr16	16467908	16469430	1523	82	952	0.625	0.551
chr16	16471168	16471309	142	9	95	0.669	0.577
chr16	16712819	16713293	475	33	341	0.718	0.539
chr16	16768032	16768163	132	7	75	0.568	0.702
chr16	16940097	16940390	294	22	175	0.595	0.851
chr16	17107569	17107788	220	10	108	0.491	0.755
chr16	17254551	17254676	126	6	67	0.532	0.677
chr16	17254834	17255129	296	13	161	0.544	0.594
chr16	17563859	17565152	1294	128	943	0.729	0.746
chr16	17599444	17600561	1118	79	792	0.708	0.564
chr16	18278777	18278987	211	9	114	0.54	0.622
chr16	18428354	18428513	160	10	106	0.662	0.595
chr16	18430237	18431755	1519	82	954	0.628	0.547
chr16	18432890	18434653	1764	111	1169	0.663	0.573
chr16	18436643	18438076	1434	92	967	0.674	0.564
chr16	18438764	18438881	118	9	88	0.746	0.556
chr16	18439434	18440224	791	45	526	0.665	0.517
chr16	18440863	18440993	131	7	71	0.542	0.74
chr16	18441186	18442008	823	53	567	0.689	0.545
chr16	18442367	18442747	381	25	265	0.696	0.543
chr16	18442966	18443217	252	17	173	0.687	0.573
chr16	18443491	18443993	503	37	362	0.72	0.572
chr16	18444210	18445039	830	57	580	0.699	0.564
chr16	18470339	18471669	1331	73	849	0.638	0.54
chr16	18472705	18473985	1281	72	830	0.648	0.536
chr16	18474159	18474765	607	46	406	0.669	0.684
chr16	18475869	18477275	1407	84	941	0.669	0.534
chr16	18478326	18482434	4109	301	2759	0.671	0.65
chr16	18483060	18483708	649	36	423	0.652	0.527
chr16	18484323	18485457	1135	71	766	0.675	0.553
chr16	18485860	18486232	373	23	260	0.697	0.508
chr16	18486451	18486579	129	11	91	0.705	0.692
chr16	18486995	18487362	368	28	265	0.72	0.593
chr16	18487818	18488520	703	48	490	0.697	0.563
chr16	18494685	18494969	285	13	177	0.621	0.542
chr16	18495152	18496363	1212	167	934	0.771	0.928
chr16	18500169	18500261	93	8	51	0.548	1.148
chr16	18532148	18532395	248	12	138	0.556	0.626
chr16	18535981	18536067	87	5	42	0.483	0.986
chr16	18542933	18542997	65	5	39	0.6	0.869
chr16	18573058	18573611	554	65	398	0.718	0.935
chr16	18581631	18582188	558	24	298	0.534	0.604
chr16	18582360	18582653	294	30	212	0.721	0.82
chr16	18696241	18696351	111	6	61	0.55	0.74
chr16	18745344	18746022	679	41	473	0.697	0.499
chr16	18800636	18800848	213	10	98	0.46	0.89
chr16	18801199	18801823	625	50	410	0.656	0.745
chr16	18812117	18813521	1405	103	882	0.628	0.748
chr16	18838243	18838357	115	10	63	0.548	1.195
chr16	18937031	18938127	1097	131	813	0.741	0.873
chr16	18995200	18995578	379	47	294	0.776	0.83
chr16	19078880	19079479	600	58	383	0.638	0.966
chr16	19097807	19098216	410	41	271	0.661	0.916
chr16	19125017	19127281	2265	197	1577	0.696	0.718
chr16	19179058	19180536	1479	132	1051	0.711	0.707
chr16	19185183	19185528	346	14	169	0.488	0.681
chr16	19191669	19191813	145	9	88	0.607	0.677
chr16	19194943	19195282	340	22	201	0.591	0.776
chr16	19421903	19422465	563	51	394	0.7	0.752
chr16	19532801	19533504	704	57	458	0.651	0.777
chr16	19535112	19536138	1027	62	630	0.613	0.66
chr16	19566400	19567376	977	65	595	0.609	0.719
chr16	19693351	19693460	110	4	49	0.445	0.736
chr16	19728957	19730252	1296	113	816	0.63	0.88
chr16	19869786	19870094	309	15	166	0.537	0.678
chr16	19883221	19883840	620	34	390	0.629	0.556
chr16	19895008	19897404	2397	180	1615	0.674	0.695
chr16	19897553	19897810	258	10	128	0.496	0.63
chr16	20084512	20086000	1489	104	961	0.645	0.673
chr16	20359815	20360453	639	66	443	0.693	0.86
chr16	20503226	20503364	139	11	98	0.705	0.659
chr16	20542982	20543093	112	8	76	0.679	0.636
chr16	20752692	20753228	537	56	357	0.665	0.955
chr16	20817429	20818506	1078	90	691	0.641	0.817
chr16	20911605	20912674	1070	84	695	0.65	0.751
chr16	20975125	20975353	229	10	114	0.498	0.727
chr16	20975912	20976261	350	13	182	0.52	0.55
chr16	20996623	20996712	90	5	42	0.467	1.023
chr16	21000111	21000319	209	15	113	0.541	1.011
chr16	21000987	21001339	353	31	259	0.734	0.654
chr16	21059695	21059989	295	20	175	0.593	0.778
chr16	21163815	21164279	465	37	339	0.729	0.6
chr16	21169855	21171004	1150	73	735	0.639	0.622
chr16	21289458	21289820	363	32	249	0.686	0.76
chr16	21294940	21295415	476	56	362	0.761	0.814
chr16	21312214	21313317	1104	98	740	0.67	0.818
chr16	21323321	21323504	184	14	107	0.582	0.918
chr16	21358527	21358656	130	10	84	0.646	0.737
chr16	21361408	21361586	179	9	108	0.603	0.568
chr16	21364742	21364890	149	9	82	0.55	0.815
chr16	21365469	21365526	58	5	37	0.638	0.901
chr16	21413683	21413881	199	21	129	0.648	1.022
chr16	21414092	21416091	2000	109	1161	0.58	0.721
chr16	21512708	21513972	1265	138	915	0.723	0.834
chr16	21530815	21532507	1693	152	1137	0.672	0.797
chr16	21532793	21533257	465	21	280	0.602	0.499
chr16	21534304	21534505	202	13	118	0.584	0.793
chr16	21548039	21548173	135	12	92	0.681	0.796
chr16	21557139	21557544	406	20	225	0.554	0.643
chr16	21561489	21561583	95	7	57	0.6	0.821
chr16	21566225	21567087	863	43	464	0.538	0.689
chr16	21568114	21568212	99	8	52	0.525	1.179
chr16	21569254	21569575	322	15	178	0.553	0.628
chr16	21610370	21611985	1616	153	1066	0.66	0.874
chr16	21641604	21641791	188	15	137	0.729	0.608
chr16	21648092	21648447	356	14	178	0.5	0.645
chr16	21649024	21649209	186	20	134	0.72	0.829
chr16	21675296	21675627	332	35	250	0.753	0.744
chr16	21768370	21768596	227	23	159	0.7	0.838
chr16	21831310	21831945	636	49	379	0.596	0.868
chr16	21846112	21846315	204	22	132	0.647	1.046
chr16	21846526	21848542	2017	110	1177	0.584	0.717
chr16	21963776	21963964	189	14	108	0.571	0.919
chr16	21964116	21965175	1060	55	602	0.568	0.656
chr16	22018884	22019618	735	88	542	0.737	0.916
chr16	22019743	22020415	673	48	468	0.695	0.643
chr16	22173713	22173921	209	30	168	0.804	0.907
chr16	22201307	22202833	1527	120	1006	0.659	0.788
chr16	22207107	22207280	174	14	98	0.563	1.021
chr16	22207412	22207767	356	15	190	0.534	0.592
chr16	22217327	22218600	1274	100	874	0.686	0.667
chr16	22237015	22237148	134	9	80	0.597	0.761
chr16	22277812	22278064	253	16	158	0.625	0.649
chr16	22308511	22309739	1229	104	790	0.643	0.822
chr16	22326228	22326489	262	15	159	0.607	0.627
chr16	22337077	22337535	459	33	313	0.682	0.62
chr16	22385104	22386637	1534	154	1038	0.677	0.878
chr16	22431810	22432005	196	9	115	0.587	0.534
chr16	22432554	22432696	143	8	86	0.601	0.692
chr16	22435242	22435628	387	11	193	0.499	0.491
chr16	22448241	22449122	882	102	652	0.739	0.848
chr16	22545540	22547295	1756	95	1022	0.582	0.711
chr16	22547439	22547663	225	24	145	0.644	1.036
chr16	22584497	22584736	240	24	171	0.712	0.794
chr16	22734356	22734689	334	30	240	0.719	0.697
chr16	22824700	22826448	1749	187	1233	0.705	0.861
chr16	22926392	22926640	249	20	154	0.618	0.852
chr16	22959522	22960342	821	38	457	0.557	0.601
chr16	23079460	23079712	253	11	141	0.557	0.566
chr16	23080492	23080636	145	10	87	0.6	0.766
chr16	23159866	23161056	1191	168	908	0.762	0.974
chr16	23193761	23194765	1005	93	712	0.708	0.748
chr16	23197601	23197783	183	16	111	0.607	0.957
chr16	23313280	23314156	877	84	602	0.686	0.82
chr16	23419525	23419687	163	15	129	0.791	1.17
chr16	23464050	23464624	575	51	379	0.659	0.817
chr16	23520550	23520751	202	11	116	0.574	0.701
chr16	23521218	23521900	683	71	501	0.734	0.773
chr16	23568399	23569489	1091	113	781	0.716	0.809
chr16	23594309	23595069	761	52	513	0.674	0.603
chr16	23606683	23607774	1092	83	674	0.617	0.799
chr16	23652344	23653195	852	66	530	0.622	0.801
chr16	23689892	23690658	767	76	491	0.64	0.973
chr16	23700882	23701045	164	14	109	0.665	0.775
chr16	23706425	23706668	244	13	151	0.619	0.562
chr16	23724352	23724903	552	44	370	0.67	0.728
chr16	23765970	23767022	1053	92	727	0.69	0.735
chr16	23846868	23848450	1583	160	1144	0.723	0.784
chr16	24120275	24121289	1015	77	731	0.72	0.586
chr16	24266947	24267756	810	53	516	0.637	0.645
chr16	24372779	24373088	310	16	170	0.548	0.752
chr16	24550551	24552107	1557	140	1011	0.649	0.853
chr16	24580184	24580337	154	9	78	0.506	0.962
chr16	24585407	24586958	1552	121	1072	0.691	0.656
chr16	24740470	24741506	1037	113	725	0.699	0.899
chr16	24741648	24741793	146	12	81	0.555	1.076
chr16	24834880	24835216	337	17	204	0.605	0.552
chr16	25025966	25026908	943	101	683	0.724	0.818
chr16	25042807	25043583	777	49	474	0.61	0.678
chr16	25070267	25070608	342	34	259	0.757	0.693
chr16	25078075	25078699	625	54	439	0.702	0.702
chr16	25118004	25118588	585	55	396	0.677	0.827
chr16	25122811	25123494	684	54	417	0.61	0.85
chr16	25268433	25269697	1265	129	860	0.68	0.907
chr16	25702956	25703837	882	122	688	0.78	0.91
chr16	25703951	25704655	705	86	518	0.735	0.904
chr16	26847442	26847736	295	26	216	0.732	0.663
chr16	27052228	27052327	100	8	55	0.55	1.061
chr16	27063337	27063518	182	8	91	0.5	0.705
chr16	27121065	27121337	273	36	213	0.78	0.871
chr16	27214750	27215662	913	81	575	0.63	0.909
chr16	27237122	27238082	961	32	515	0.536	0.464
chr16	27279529	27279630	102	8	59	0.578	1.046
chr16	27279813	27280244	432	37	279	0.646	0.865
chr16	27317854	27317952	99	9	57	0.576	2.062
chr16	27324950	27325826	877	111	638	0.727	0.979
chr16	27461381	27461476	96	11	68	0.708	0.913
chr16	27476060	27476559	500	23	309	0.618	0.482
chr16	27481592	27481794	203	8	101	0.498	0.642
chr16	27482352	27483290	939	39	551	0.587	0.487
chr16	27500853	27501057	205	17	137	0.668	0.748
chr16	27560942	27561561	620	65	433	0.698	0.86
chr16	27761031	27761527	497	21	276	0.555	0.549
chr16	27781108	27781423	316	14	188	0.595	0.51
chr16	27788173	27788428	256	13	123	0.48	0.88
chr16	28073879	28075264	1386	187	1068	0.771	0.921
chr16	28081179	28081486	308	20	187	0.607	0.725
chr16	28222549	28223639	1091	114	782	0.717	0.816
chr16	28251589	28251962	374	15	194	0.519	0.596
chr16	28270490	28270642	153	12	110	0.719	0.607
chr16	28289140	28289490	351	30	221	0.63	0.863
chr16	28303313	28304784	1472	147	1044	0.709	0.795
chr16	28331148	28332433	1286	164	951	0.74	0.934
chr16	28375824	28376394	571	66	426	0.746	0.831
chr16	28379190	28379966	777	73	546	0.703	0.782
chr16	28385702	28385835	134	13	103	0.769	0.657
chr16	28388240	28388953	714	52	500	0.7	0.595
chr16	28414858	28415356	499	57	331	0.663	1.039
chr16	28427312	28428581	1270	107	930	0.732	0.629
chr16	28446748	28447037	290	20	206	0.71	0.552
chr16	28447567	28447882	316	20	168	0.532	0.918
chr16	28459462	28460368	907	62	641	0.707	0.548
chr16	28502780	28503492	713	53	455	0.638	0.737
chr16	28509406	28509488	83	9	56	0.675	1.016
chr16	28565191	28565746	556	72	387	0.696	1.084
chr16	28611991	28612389	399	39	289	0.724	0.75
chr16	28624985	28625383	399	39	289	0.724	0.75
chr16	28634480	28635004	525	68	379	0.722	0.998
chr16	28677480	28678218	739	53	508	0.687	0.608
chr16	28689809	28690107	299	17	154	0.515	0.875
chr16	28690652	28690942	291	22	212	0.729	0.57
chr16	28709112	28710799	1688	131	1235	0.732	0.581
chr16	28722607	28723090	484	54	320	0.661	1.023
chr16	28749046	28749733	688	57	484	0.703	0.67
chr16	28752124	28752318	195	16	140	0.718	0.637
chr16	28757999	28758801	803	76	565	0.704	0.777
chr16	28761574	28762118	545	65	407	0.747	0.855
chr16	28791519	28792395	877	62	612	0.698	0.581
chr16	28803982	28804280	299	17	154	0.515	0.875
chr16	28804825	28805126	302	24	219	0.725	0.605
chr16	28833847	28835829	1983	208	1439	0.726	0.799
chr16	28857311	28858118	808	76	551	0.682	0.815
chr16	28874751	28875778	1028	83	683	0.664	0.739
chr16	28877514	28877934	421	25	278	0.66	0.557
chr16	28884261	28884348	88	6	54	0.614	0.815
chr16	28890991	28891948	958	81	652	0.681	0.735
chr16	28912046	28912153	108	13	71	0.657	1.132
chr16	28925808	28925905	98	8	70	0.714	0.659
chr16	28936084	28937320	1237	108	832	0.673	0.821
chr16	28947863	28948421	559	39	370	0.662	0.679
chr16	28957125	28957346	222	18	138	0.622	1.108
chr16	28961955	28962750	796	84	544	0.683	0.97
chr16	28985583	28986831	1249	98	797	0.638	0.773
chr16	29071443	29072205	763	54	543	0.712	0.561
chr16	29086318	29086799	482	30	277	0.575	0.757
chr16	29093400	29093795	396	58	304	0.768	0.999
chr16	29118864	29118999	136	10	94	0.691	0.626
chr16	29126946	29127051	106	6	66	0.623	0.586
chr16	29132996	29133106	111	9	79	0.712	0.658
chr16	29139127	29139538	412	23	270	0.655	0.528
chr16	29144364	29144572	209	13	121	0.579	0.746
chr16	29144873	29145136	264	12	154	0.583	0.545
chr16	29151138	29151545	408	23	217	0.532	0.812
chr16	29151674	29152128	455	21	239	0.525	0.669
chr16	29153003	29153515	513	32	316	0.616	0.71
chr16	29165613	29166121	509	23	280	0.55	0.603
chr16	29166336	29166722	387	20	245	0.633	0.612
chr16	29167007	29167392	386	23	238	0.617	0.661
chr16	29169921	29170817	897	59	589	0.657	0.627
chr16	29170929	29171110	182	8	99	0.544	0.595
chr16	29171251	29171929	679	33	371	0.546	0.693
chr16	29179201	29179435	235	15	140	0.596	0.72
chr16	29188644	29189298	655	30	407	0.621	0.477
chr16	29193215	29193320	106	7	63	0.594	0.771
chr16	29196042	29196923	882	47	502	0.569	0.66
chr16	29198074	29198300	227	12	130	0.573	0.645
chr16	29205615	29205745	131	8	76	0.58	0.728
chr16	29228623	29229265	643	27	369	0.574	0.51
chr16	29229433	29230270	838	48	504	0.601	0.633
chr16	29231107	29231564	458	21	247	0.539	0.691
chr16	29231903	29232302	400	31	258	0.645	0.751
chr16	29242255	29242398	144	14	102	0.708	0.795
chr16	29246665	29247093	429	19	226	0.527	0.638
chr16	29247296	29247445	150	10	89	0.593	0.758
chr16	29248098	29248929	832	49	490	0.589	0.68
chr16	29262557	29262643	87	6	55	0.632	0.702
chr16	29262815	29263380	566	28	342	0.604	0.551
chr16	29265669	29266875	1207	59	763	0.632	0.507
chr16	29267807	29268274	468	27	269	0.575	0.715
chr16	29272177	29272286	110	10	72	0.655	0.851
chr16	29272546	29273313	768	33	449	0.585	0.509
chr16	29296569	29296706	138	12	95	0.688	0.765
chr16	29297762	29298373	612	21	317	0.518	0.525
chr16	29300338	29300678	341	15	192	0.563	0.557
chr16	29309962	29310384	423	31	243	0.574	1.995
chr16	29313813	29314426	614	29	313	0.51	0.728
chr16	29323747	29324048	302	17	191	0.632	0.565
chr16	29324479	29324834	356	22	217	0.61	0.677
chr16	29329472	29329637	166	12	106	0.639	0.718
chr16	29337590	29337874	285	15	179	0.628	0.536
chr16	29343881	29344027	147	8	80	0.544	0.752
chr16	29344620	29345021	402	14	215	0.535	0.488
chr16	29392859	29392956	98	11	65	0.663	1.041
chr16	29393167	29395201	2035	103	1174	0.577	0.688
chr16	29465087	29466466	1380	106	905	0.656	0.716
chr16	29466641	29467124	484	58	359	0.742	0.876
chr16	29477435	29478481	1047	86	735	0.702	0.679
chr16	29495088	29495286	199	21	129	0.648	1.022
chr16	29495497	29496631	1135	61	658	0.58	0.717
chr16	29605965	29607062	1098	116	795	0.724	0.811
chr16	29624079	29625392	1314	140	914	0.696	0.884
chr16	29626394	29626557	164	9	100	0.61	0.591
chr16	29634059	29634193	135	13	93	0.689	0.84
chr16	29643133	29643263	131	10	78	0.595	0.882
chr16	29675913	29676066	154	12	111	0.721	0.666
chr16	29703379	29703544	166	12	109	0.657	0.672
chr16	29706235	29706449	215	16	158	0.735	0.56
chr16	29732991	29733171	181	11	104	0.575	0.743
chr16	29796435	29796758	324	30	212	0.654	0.866
chr16	29801481	29802663	1183	95	756	0.639	0.801
chr16	29816321	29816638	318	24	218	0.686	0.645
chr16	29816753	29819542	2790	335	2104	0.754	0.854
chr16	29819942	29820170	229	13	139	0.607	0.637
chr16	29822852	29823902	1051	82	716	0.681	0.674
chr16	29826711	29827031	321	27	187	0.583	1.012
chr16	29827187	29828303	1117	93	750	0.671	0.742
chr16	29853106	29853393	288	21	189	0.656	0.678
chr16	29855968	29856137	170	10	110	0.647	0.564
chr16	29857125	29857271	147	9	96	0.653	0.581
chr16	29873980	29875281	1302	91	808	0.621	0.729
chr16	29884717	29885010	294	20	201	0.684	0.583
chr16	29887734	29888306	573	44	385	0.672	0.726
chr16	29910784	29912112	1329	96	899	0.676	0.636
chr16	29912700	29913280	581	35	389	0.67	0.538
chr16	29937120	29937897	778	80	538	0.692	0.86
chr16	29973042	29973856	815	79	552	0.677	0.845
chr16	29984772	29985857	1086	88	711	0.655	0.756
chr16	29996645	29997098	454	24	304	0.67	0.489
chr16	29998963	29999202	240	16	166	0.692	0.569
chr16	30006593	30007994	1402	121	882	0.629	0.872
chr16	30016733	30016913	181	15	114	0.63	0.868
chr16	30017228	30017921	694	32	444	0.64	0.451
chr16	30018113	30018231	119	12	79	0.664	0.917
chr16	30022277	30023030	754	92	559	0.741	0.89
chr16	30023329	30023738	410	21	257	0.627	0.548
chr16	30032465	30033100	636	43	409	0.643	0.661
chr16	30064250	30064646	397	46	282	0.71	0.946
chr16	30076000	30077853	1854	166	1250	0.674	0.788
chr16	30087256	30087843	588	73	420	0.714	1.012
chr16	30102442	30102568	127	10	86	0.677	0.69
chr16	30102711	30103999	1289	94	841	0.652	0.685
chr16	30106725	30106834	110	6	79	0.718	0.435
chr16	30107242	30108431	1190	106	803	0.675	0.783
chr16	30108588	30108682	95	6	54	0.568	0.783
chr16	30133211	30133313	103	10	63	0.612	1.071
chr16	30134253	30134818	566	70	436	0.77	0.918
chr16	30170057	30170432	376	22	231	0.614	0.623
chr16	30179971	30181722	1752	158	1388	0.792	0.575
chr16	30194214	30195312	1099	102	792	0.721	0.723
chr16	30198517	30198778	262	15	164	0.626	0.597
chr16	30204402	30205808	1407	107	920	0.654	0.714
chr16	30205983	30206466	484	58	359	0.742	0.877
chr16	30216769	30217816	1048	86	735	0.701	0.679
chr16	30234423	30234626	204	21	131	0.642	1.012
chr16	30234837	30236532	1696	94	988	0.583	0.729
chr16	30346084	30346845	762	94	580	0.761	0.855
chr16	30354309	30354490	182	11	117	0.643	0.601
chr16	30366255	30366849	595	50	384	0.645	0.808
chr16	30369680	30369822	143	12	105	0.734	0.636
chr16	30380514	30380826	313	17	198	0.633	0.543
chr16	30380995	30382151	1157	125	838	0.724	0.836
chr16	30389070	30390799	1730	131	1151	0.665	0.698
chr16	30406035	30407356	1322	133	945	0.715	0.789
chr16	30409298	30409705	408	25	264	0.647	0.588
chr16	30409982	30410119	138	8	88	0.638	0.585
chr16	30411471	30412121	651	57	421	0.647	0.838
chr16	30418398	30419213	816	75	563	0.69	0.784
chr16	30428707	30429889	1183	159	848	0.717	1.052
chr16	30440913	30441934	1022	65	620	0.607	0.692
chr16	30456379	30457410	1032	73	628	0.609	0.771
chr16	30485474	30485745	272	29	196	0.721	0.826
chr16	30535872	30536652	781	55	508	0.65	0.694
chr16	30537633	30538894	1262	140	947	0.75	0.809
chr16	30543920	30544412	493	45	343	0.696	0.758
chr16	30545567	30546608	1042	91	683	0.655	0.818
chr16	30566577	30567359	783	73	555	0.709	0.755
chr16	30569088	30569999	912	84	622	0.682	0.793
chr16	30572739	30573056	318	32	212	0.667	0.906
chr16	30581271	30581535	265	27	192	0.725	0.777
chr16	30582773	30583834	1062	81	658	0.62	0.795
chr16	30594023	30594480	458	35	298	0.651	0.764
chr16	30596516	30597451	936	67	588	0.628	0.726
chr16	30615824	30616655	832	59	538	0.647	0.705
chr16	30620868	30621951	1084	89	696	0.642	0.798
chr16	30645697	30646126	430	45	279	0.649	1.005
chr16	30661557	30663193	1637	127	1061	0.648	0.745
chr16	30668871	30671288	2418	236	1609	0.665	0.884
chr16	30671673	30671751	79	6	55	0.696	0.637
chr16	30680531	30680765	235	18	171	0.728	0.588
chr16	30709275	30710829	1555	145	1059	0.681	0.809
chr16	30750482	30750730	249	14	153	0.614	0.603
chr16	30759492	30760260	769	68	544	0.707	0.727
chr16	30772585	30774317	1733	138	1074	0.62	0.829
chr16	30780224	30780337	114	10	77	0.675	0.78
chr16	30786658	30787545	888	91	604	0.68	0.892
chr16	30793759	30795263	1505	119	968	0.643	0.777
chr16	30797802	30798768	967	75	702	0.726	0.594
chr16	30816738	30817645	908	65	585	0.644	0.693
chr16	30825634	30825965	332	34	237	0.714	0.805
chr16	30832367	30832849	483	31	301	0.623	0.661
chr16	30833321	30833454	134	8	91	0.679	0.519
chr16	30845589	30846161	573	44	394	0.688	0.651
chr16	30886151	30886983	833	85	569	0.683	0.877
chr16	30905110	30905883	774	98	565	0.73	0.953
chr16	30907086	30907259	174	17	104	0.598	1.284
chr16	30907585	30908541	957	52	631	0.659	0.512
chr16	30913422	30913904	483	74	392	0.812	0.933
chr16	30933105	30934766	1662	110	978	0.588	0.765
chr16	30935132	30935737	606	61	480	0.792	0.646
chr16	30937105	30937216	112	16	81	0.723	1.101
chr16	30941478	30941903	426	37	305	0.716	0.681
chr16	30958193	30958455	263	18	180	0.684	0.675
chr16	30959307	30959534	228	15	141	0.618	0.694
chr16	30959793	30960908	1116	82	780	0.699	0.61
chr16	30968426	30969816	1391	150	975	0.701	0.883
chr16	30976047	30976320	274	15	162	0.591	0.76
chr16	30990597	30991492	896	67	626	0.699	0.614
chr16	30991760	30992104	345	26	232	0.672	0.678
chr16	30995042	30995184	143	9	96	0.671	0.559
chr16	30999231	30999442	212	13	140	0.66	0.579
chr16	31007898	31009037	1140	76	753	0.661	0.612
chr16	31021722	31022374	653	59	485	0.743	0.732
chr16	31044310	31045496	1187	100	771	0.65	0.83
chr16	31053423	31053979	557	43	361	0.648	0.741
chr16	31072642	31073593	952	81	645	0.678	0.744
chr16	31075163	31075743	581	54	387	0.666	0.84
chr16	31084374	31086049	1676	139	1068	0.637	0.818
chr16	31091411	31091745	335	32	231	0.69	0.804
chr16	31105495	31106322	828	81	546	0.659	0.915
chr16	31114921	31116988	2068	153	1484	0.718	0.576
chr16	31117124	31117423	300	26	213	0.71	0.696
chr16	31119605	31120929	1325	120	923	0.697	0.747
chr16	31128866	31129385	520	55	374	0.719	0.835
chr16	31153632	31154381	750	87	563	0.751	0.83
chr16	31159646	31160553	908	62	613	0.675	0.604
chr16	31180760	31181067	308	30	239	0.776	0.648
chr16	31190799	31192208	1410	143	933	0.662	0.93
chr16	31192621	31192813	193	11	105	0.544	0.834
chr16	31213605	31214438	834	72	568	0.681	0.744
chr16	31226056	31227517	1462	124	983	0.672	0.758
chr16	31227812	31228301	490	42	332	0.678	0.749
chr16	31235583	31236105	523	67	379	0.725	0.979
